uuid|_user|_when|theme|datatype|text|ConversationId|User
id_1664|jindun@lajavaness.com|2020-03-25 11:01:13|RACCO|text|Peut-il y avoir un successeur sur un PDL de branchement provisoire ?|1heRNxu3K6aASYMDHt1453-j|G54276
id_1665|jindun@lajavaness.com|2020-03-25 11:01:15|RACCO|text|Le CONSUEL  a-t-il une durée de validité ?|1heRNxu3K6aASYMDHt1453-j|G54276
id_1666|jindun@lajavaness.com|2020-03-25 11:01:18|RACCO|text|Quel type de coffret provisoire doit fournir le client ?|1heRNxu3K6aASYMDHt1453-j|G54276
id_624|jindun@lajavaness.com|2020-03-25 11:01:20|RACCO|text|comment créer un dossier de raccordement|EXeqoUnsKXdxTeQmiQWjm|LT4EA11N
id_988|jindun@lajavaness.com|2020-03-25 11:01:52|RACCO ACH|text|catalogue prestation|ADYul7alB35G3gc8rUjfWg-j|C01457
id_599|jindun@lajavaness.com|2020-03-25 11:02:00|RACCO|text|dans quelle pièces interdit poser des panneaux de comptage|6sWw7467e9VLdjLqGj9csx|igoffin
id_600|jindun@lajavaness.com|2020-03-25 11:02:07|RACCO|text|Dans quelles pièces est-il  interdit de poser un panneau de comptage ?|6sWw7467e9VLdjLqGj9csx|igoffin
id_3500|jindun@lajavaness.com|2020-03-25 11:02:08|RACCO|text|délais pour un raccordement|8ZDVtoVD3kjbKYMTAIhbe-o|Marie
id_3501|jindun@lajavaness.com|2020-03-25 11:02:28|JSP|text|DO|8ZDVtoVD3kjbKYMTAIhbe-o|Marie
id_3502|jindun@lajavaness.com|2020-03-25 11:05:34|RACCO|text|qui solde les mises en service|8ZDVtoVD3kjbKYMTAIhbe-o|Marie
id_421|jindun@lajavaness.com|2020-03-25 11:06:07|CAD AD|text|coupure|BlVVYuhUhey74qX27ourf3|AM57F2AN
id_218|jindun@lajavaness.com|2020-03-25 11:06:09|RACCO|text|a quelle hauteur est fixé un panneau de comptage ?|FQDyz3GTPD5FARo2qS42mK|J09378
id_1847|jindun@lajavaness.com|2020-03-25 11:06:10|RACCO|text|quelle est la longueur maximum d'un raccordement monophasé|5B6Jb8gfkV7E9gkQIH1Sjr-g|E85203
id_1848|jindun@lajavaness.com|2020-03-25 11:06:18|RACCO|text|qu'es ce que le prac|5B6Jb8gfkV7E9gkQIH1Sjr-g|E85203
id_1849|jindun@lajavaness.com|2020-03-25 11:06:26|RACCO|text|Quelle est la définition de Portail RACcordement , E-Connect|5B6Jb8gfkV7E9gkQIH1Sjr-g|E85203
id_1850|jindun@lajavaness.com|2020-03-25 11:06:46|RACCO|text|qu'es ce que orme|5B6Jb8gfkV7E9gkQIH1Sjr-g|E85203
id_844|jindun@lajavaness.com|2020-03-25 11:06:48|RACCO|text|CABLE RACCORDEMENT NEUF|LCYBv7N1wrp3quMTsZxBhH-g|H46477
id_845|jindun@lajavaness.com|2020-03-25 11:06:49|RACCO|text|LE CABLE EST-IL FOURNI LORS D'UN RACCODEMENT NEUF|LCYBv7N1wrp3quMTsZxBhH-g|H46477
id_846|jindun@lajavaness.com|2020-03-25 11:06:50|RACCO|text|CABLE DE BRANCHEMENT|LCYBv7N1wrp3quMTsZxBhH-g|H46477
id_847|jindun@lajavaness.com|2020-03-25 11:06:52|RACCO|text|LE CABLE DE BRANCHEMENT EST IL FOURNI AU CLIENT ?|LCYBv7N1wrp3quMTsZxBhH-g|H46477
id_1873|jindun@lajavaness.com|2020-03-25 11:07:05|RACCO|text|Bonjour, sais-tu cloturer un prac sacahnt que les travaux et la mise en service sont bien réalisées. Les informations ne remontent pas correctement dans le prac|JUDbcDcgxSgGgWDM8QHwmE-j|H72453
id_1123|jindun@lajavaness.com|2020-03-25 11:07:12|ACH|text|délai prise en charge F100B hrv|JsCR1l85u852AY2Tw1R7xr-j|J09378
id_947|jindun@lajavaness.com|2020-03-25 11:07:43|RACCO|text|Récépissé de dépôt qui commence par IM|FJs1jospf12D3Un8N4aRQd-g|D17677
id_948|jindun@lajavaness.com|2020-03-25 11:07:50|RACCO|text|Récépissé de dépôt d'une déclaration préalable qui commence par IM au lieu de DP|FJs1jospf12D3Un8N4aRQd-g|D17677
id_1093|jindun@lajavaness.com|2020-03-25 11:07:54|SUPPRIMER|text|SOCRAC|9OtGGAoDLYeCTzd4mmVYJB-g|H35779
id_1094|jindun@lajavaness.com|2020-03-25 11:07:56|RACCO|text|type 1 tpe 2|9OtGGAoDLYeCTzd4mmVYJB-g|H35779
id_1095|jindun@lajavaness.com|2020-03-25 11:08:00|PHATIQUE|text|adieu|9OtGGAoDLYeCTzd4mmVYJB-g|H35779
id_1096|jindun@lajavaness.com|2020-03-25 11:08:03|PHATIQUE|text|ciao|9OtGGAoDLYeCTzd4mmVYJB-g|H35779
id_1097|jindun@lajavaness.com|2020-03-25 11:08:07|JSP|text|tache|9OtGGAoDLYeCTzd4mmVYJB-g|H35779
id_1098|jindun@lajavaness.com|2020-03-25 11:08:40|PHATIQUE|text|peut-on être ami ?|9OtGGAoDLYeCTzd4mmVYJB-g|H35779
id_1099|jindun@lajavaness.com|2020-03-25 11:08:44|SUPPRIMER|text|ping|9OtGGAoDLYeCTzd4mmVYJB-g|H35779
id_1100|jindun@lajavaness.com|2020-03-25 11:08:46|SUPPRIMER|text|Ping|9OtGGAoDLYeCTzd4mmVYJB-g|H35779
id_3307|jindun@lajavaness.com|2020-03-25 11:08:56|JSP|text|amiante|E3RaWMly2aN9P3kq4khnxn-6|H17330
id_1887|jindun@lajavaness.com|2020-03-25 11:08:58|RACCO|text|quelle est la distance maximum pour un type2|8VpJjubUrqyFvrIsI8g7sb-j|C19373
id_1888|jindun@lajavaness.com|2020-03-25 11:09:23|RACCO CAD|text|chute de tension|8VpJjubUrqyFvrIsI8g7sb-j|C19373
id_1889|jindun@lajavaness.com|2020-03-25 11:09:29|RACCO|text|distance de reseau pour nouveau raccordement|8VpJjubUrqyFvrIsI8g7sb-j|C19373
id_1890|jindun@lajavaness.com|2020-03-25 11:09:38|RACCO|text|36m|8VpJjubUrqyFvrIsI8g7sb-j|C19373
id_3195|jindun@lajavaness.com|2020-03-25 11:10:16|RACCO JSP QG|text|tva|EDzwOw72VaSK5eb38fcOtg-o|B16055
id_3424|pierre@lajavaness.com|2020-03-25 11:09:50|JSP|text|Cinke|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3196|jindun@lajavaness.com|2020-03-25 11:10:19|RACCO JSP QG|text|taux tva|EDzwOw72VaSK5eb38fcOtg-o|B16055
id_3425|pierre@lajavaness.com|2020-03-25 11:10:29|JSP|text|qu'est ce que Cinke ?|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3427|pierre@lajavaness.com|2020-03-25 11:10:40|RACCO|text|e-plans|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3426|jindun@lajavaness.com|2020-03-25 11:10:41|JSP|text|Explorac|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3428|pierre@lajavaness.com|2020-03-25 11:10:42|RACCO|text|qu'est ce que e-plans|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3430|pierre@lajavaness.com|2020-03-25 11:10:51|JSP|text|données éloignées|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3431|pierre@lajavaness.com|2020-03-25 11:10:53|JSP|text|Google map|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3432|pierre@lajavaness.com|2020-03-25 11:11:01|QG AD|text|RTE |6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3429|jindun@lajavaness.com|2020-03-25 11:11:07|RACCO QG|text|qu'est ce qu'est e-plans|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3434|jindun@lajavaness.com|2020-03-25 11:11:17|RACCO|text|Ginko RC|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3435|jindun@lajavaness.com|2020-03-25 11:11:18|RACCO|text|Ginko|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3436|jindun@lajavaness.com|2020-03-25 11:11:27|RACCO|text|Orme|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3433|pierre@lajavaness.com|2020-03-25 11:11:29|AUTRE|text|la gauche possède t'elle un avantage certain sur la droite|6MzpBCBXcu1AzfDaEwiwkf-o|I54545
id_3220|pierre@lajavaness.com|2020-03-25 11:11:32|AUTRE|text|mon manager ne sait pas|KYPhcizMgnyIZxz1ZJioYa-o|Abjean
id_1328|pierre@lajavaness.com|2020-03-25 11:11:34|PHATIQUE|text|Bonjour SOCRAC|28YPopzuUZKF2K2oUKT6Pf-5|G36571
id_1381|pierre@lajavaness.com|2020-03-25 11:11:38|PROD|text|surplus|8sHXlEJqnWJElNA520WLdA-g|D47374
id_1382|pierre@lajavaness.com|2020-03-25 11:11:39|PROD|text|vente totale|8sHXlEJqnWJElNA520WLdA-g|D47374
id_3030|pierre@lajavaness.com|2020-03-25 11:11:41|JSP|text|titre de propriété|rZAmm5m6mmD7SC8PVFIMn-j|treguer
id_3031|pierre@lajavaness.com|2020-03-25 11:11:43|RACCO|text|dimension coffet cibe|rZAmm5m6mmD7SC8PVFIMn-j|treguer
id_1757|pierre@lajavaness.com|2020-03-25 11:11:46|RACCO|text|COMMENT ET CALCULE LA CHARGE D UN POSTE|14TZUKqztt3J99ACdCpQWY-j|E86701
id_1259|pierre@lajavaness.com|2020-03-25 11:11:48|RACCO|text|bruit bisarre sur branchement provisoir|DBwetQM7XAZHSJbELEpb5b-5|G54078
id_1260|pierre@lajavaness.com|2020-03-25 11:12:00|CAD|text|claquement sur un compteur|DBwetQM7XAZHSJbELEpb5b-5|G54078
id_3219|jindun@lajavaness.com|2020-03-25 11:12:18|RACCO|text|habiliter |KYPhcizMgnyIZxz1ZJioYa-o|Abjean
id_310|pierre@lajavaness.com|2020-03-25 11:12:41|JSP|text|ligne HTA|3tyGtxJoGNd6BhGvkqm5mP|I05645
id_312|pierre@lajavaness.com|2020-03-25 11:12:44|RACCO|text|quel est la distance minimum pour construire à cote d une ligne hta|3tyGtxJoGNd6BhGvkqm5mP|I05645
id_311|jindun@lajavaness.com|2020-03-25 11:12:44|RACCO|text|distance minimum|3tyGtxJoGNd6BhGvkqm5mP|I05645
id_3319|jindun@lajavaness.com|2020-03-25 11:13:29|RACCO|text|comment réaliser une convention avec l'onf|EO0XZQXgVmmFPla21ItM42-o|J71049
id_2909|jindun@lajavaness.com|2020-03-25 11:13:41|RACCO|text|ou envoyer sa demande de DICT ?|8rpBu7hrvbn7DqN2VIcNw0-5|LO7B9A5N
id_1398|jindun@lajavaness.com|2020-03-25 11:13:51|PROD|text|qu'est l'autoconsommation collective|n2Rqxu3H25Ac3Jx9g0Pub-5|B20475
id_1399|jindun@lajavaness.com|2020-03-25 11:13:53|PROD|text|autoconsommation collective|n2Rqxu3H25Ac3Jx9g0Pub-5|B20475
id_657|jindun@lajavaness.com|2020-03-25 11:13:55|ACH|text|s300|LUGVWgZ1dkc3aayTLy66lK|I05645
id_1569|jindun@lajavaness.com|2020-03-25 11:15:19|LINKY|text|Prix approximatif  au ml pour une extension de réseau|LdUHwoB05W2C8E8hVANMFb-g|J09378
id_193|jindun@lajavaness.com|2020-03-25 11:15:22|RACCO|text|quel est la distance minimum pour construire à cote d'une ligne hta?|JCAfwfs58QnGRzFrrshB7B|E85203
id_194|jindun@lajavaness.com|2020-03-25 11:15:23|RACCO|text|ligne hta distance?|JCAfwfs58QnGRzFrrshB7B|E85203
id_3231|jindun@lajavaness.com|2020-03-25 11:16:15|RACCO|text|Quelle est la longueur de branchement autorisée|AlEym2YK8OfGHbGDF6DjUv-j|J36255
id_3232|jindun@lajavaness.com|2020-03-25 11:16:34|JSP|text|c'est quoi ELAN|AlEym2YK8OfGHbGDF6DjUv-j|J36255
id_3233|jindun@lajavaness.com|2020-03-25 11:16:46|SUPPRIMER PHATIQUE|text|C koi|AlEym2YK8OfGHbGDF6DjUv-j|J36255
id_2982|jindun@lajavaness.com|2020-03-25 11:16:47|RACCO|text|qu'est qu'un type 2|8rJrPVfMtg1KX6msv9GH7H-j|C87974
id_2697|jindun@lajavaness.com|2020-03-25 11:16:56|RACCO|text|quel est le prix d'une DITCT?|CV3WIlzSgTACvH9JvjzAX2-o|LO7B9A5N
id_2698|jindun@lajavaness.com|2020-03-25 11:16:58|RACCO|text|quel est le cout d'une dict?|CV3WIlzSgTACvH9JvjzAX2-o|LO7B9A5N
id_1935|jindun@lajavaness.com|2020-03-25 11:17:28|JSP|text|iso|7jsTqO8b7GxF20GiU9hl3M-j|D47374
id_1712|jindun@lajavaness.com|2020-03-25 11:17:55|RACCO PROD|text|A quoi sert l'attestation d'architecte dans le cadre d'un raccordement de production ?|G3PplyZzlJLLnbpArTLV6q-g|A21577
id_1713|jindun@lajavaness.com|2020-03-25 11:18:00|PROD|text|attestation d'architecte production|G3PplyZzlJLLnbpArTLV6q-g|A21577
id_1714|jindun@lajavaness.com|2020-03-25 11:18:09|JSP|text|Le client peut-il disposer d'une attestation d'architecte pour un bâtiment d'implantation à usage non résidentiel ?|G3PplyZzlJLLnbpArTLV6q-g|A21577
id_2313|jindun@lajavaness.com|2020-03-25 11:18:15|JSP|text|calbes|Ip2uHitHxDs2qF4yVNtnzk-g|E85203
id_2314|jindun@lajavaness.com|2020-03-25 11:19:18|JSP|text|Est-ce  que E fournit le câble et le fourreau ?|Ip2uHitHxDs2qF4yVNtnzk-g|E85203
id_3398|jindun@lajavaness.com|2020-03-25 11:19:25|JSP|text|siem|2MT0Gv1cbhNJYTc82RxGpG-o|I54545
id_3399|jindun@lajavaness.com|2020-03-25 11:19:32|JSP SUPPRIMER|text|dauphin|2MT0Gv1cbhNJYTc82RxGpG-o|I54545
id_533|jindun@lajavaness.com|2020-03-25 11:19:39|ACH|text|quel est le numéro de téléphone de l'acheminement|AWdVsdS0HpB3s7ASVc8WDt|G37051
id_534|jindun@lajavaness.com|2020-03-25 11:19:42|ACH|text|Quelle est la définition de Acheminement|AWdVsdS0HpB3s7ASVc8WDt|G37051
id_417|jindun@lajavaness.com|2020-03-25 11:19:44|RACCO|text|type de coffret ?|HVornxoG6e54bTU9s2qOjd|I05645
id_1147|jindun@lajavaness.com|2020-03-25 11:19:50|RACCO|text|que veux dire AODE|FM746HvoOye2mEt6lCXWiM-g|E85203
id_1148|jindun@lajavaness.com|2020-03-25 11:19:53|RACCO|text|Quelle est la définition de Autorité Organisatrice de la Distribution d'Energie|FM746HvoOye2mEt6lCXWiM-g|E85203
id_647|jindun@lajavaness.com|2020-03-25 11:20:13|RACCO|text|coffret S300|KkP91cty1L22zaOBeaYWpU|I05645
id_3489|jindun@lajavaness.com|2020-03-25 11:20:33|JSP|text|divagam|EMTpKyrn17AKwWlfrLHWga-o|I54545
id_3490|jindun@lajavaness.com|2020-03-25 11:20:50|JSP|text|Qu'est ce que DIVAGAM|EMTpKyrn17AKwWlfrLHWga-o|I54545
id_3019|jindun@lajavaness.com|2020-03-25 11:20:55|RACCO|text|Comment demander un raccordement|8H6yfgJfVqSGO3UF8a0kX3-5|J36255
id_3020|jindun@lajavaness.com|2020-03-25 11:21:00|RACCO|text|Qu'est-ce que le simulateur de demande de raccordement ?|8H6yfgJfVqSGO3UF8a0kX3-5|J36255
id_3021|jindun@lajavaness.com|2020-03-25 11:21:08|RACCO|text|C14-100|8H6yfgJfVqSGO3UF8a0kX3-5|J36255
id_1107|jindun@lajavaness.com|2020-03-25 11:21:20|PROD|text|injection|DcXKDClfCWl4uUD1iw7DoT-j|H35779
id_2336|jindun@lajavaness.com|2020-03-25 11:21:22|RACCO|text|peut-on faire une extension réseau en réseau aérien ?|JQP0ZBRMGo4LMwWIo5Xw0h-j|D99450
id_2337|jindun@lajavaness.com|2020-03-25 11:21:24|RACCO|text|exetnsion|JQP0ZBRMGo4LMwWIo5Xw0h-j|D99450
id_2338|jindun@lajavaness.com|2020-03-25 11:21:26|RACCO|text|peut-on faire un branchement neuf en aerien?|JQP0ZBRMGo4LMwWIo5Xw0h-j|D99450
id_2774|jindun@lajavaness.com|2020-03-25 11:21:27|RACCO|text|PRIX D UN BP|IyLHAhyuBr2LwksWPuGLrD-5|B36272
id_2775|jindun@lajavaness.com|2020-03-25 11:21:30|RACCO|text|Quel est le coût d’un branchement provisoire ?|IyLHAhyuBr2LwksWPuGLrD-5|B36272
id_605|jindun@lajavaness.com|2020-03-25 11:21:42|RACCO|text|telereport|HnRTy4M4nX5C6Nxh7oYQpt|D47374
id_606|jindun@lajavaness.com|2020-03-25 11:21:44|RACCO|text|un client peut il retirer son telereport ?|HnRTy4M4nX5C6Nxh7oYQpt|D47374
id_2015|jindun@lajavaness.com|2020-03-25 11:21:48|RACCO|text|raccordement c3|AoqDSvNevIo5GjtjCDNIRd-j|E85203
id_2016|jindun@lajavaness.com|2020-03-25 11:21:49|RACCO|text|Quelle est la définition de C3|AoqDSvNevIo5GjtjCDNIRd-j|E85203
id_2017|jindun@lajavaness.com|2020-03-25 11:21:50|RACCO|text|raccordement c1|AoqDSvNevIo5GjtjCDNIRd-j|E85203
id_2018|jindun@lajavaness.com|2020-03-25 11:21:51|RACCO|text|Quelle est la définition de C1|AoqDSvNevIo5GjtjCDNIRd-j|E85203
id_2019|jindun@lajavaness.com|2020-03-25 11:21:51|RACCO|text|raccordement c4|AoqDSvNevIo5GjtjCDNIRd-j|E85203
id_2020|jindun@lajavaness.com|2020-03-25 11:21:52|RACCO|text|raccordement c5|AoqDSvNevIo5GjtjCDNIRd-j|E85203
id_1576|jindun@lajavaness.com|2020-03-25 11:22:38|RACCO|text|combien de branchement sont possible pour une même entité?|E5mC1NsnwiDLeUQMfYtbPz-g|D20745
id_1577|jindun@lajavaness.com|2020-03-25 11:22:34|RACCO|text|Combien peut on réaliser de branchement pour une même personne?|E5mC1NsnwiDLeUQMfYtbPz-g|D20745
id_1578|jindun@lajavaness.com|2020-03-25 11:22:40|RACCO|text|Combien une personne peut avoir de raccordement dans une maison?|E5mC1NsnwiDLeUQMfYtbPz-g|D20745
id_1579|jindun@lajavaness.com|2020-03-25 11:22:42|RACCO|text|Un tiers peut-il faire une demande de raccordement pour une autre personne ?|E5mC1NsnwiDLeUQMfYtbPz-g|D20745
id_1580|jindun@lajavaness.com|2020-03-25 11:22:45|RACCO|text|Une seule personne physique peut avoir plusieurs branchement? |E5mC1NsnwiDLeUQMfYtbPz-g|D20745
id_1067|jindun@lajavaness.com|2020-03-25 11:23:34|ACH JSP|text|Déplacement d'ouvrage|5PZkzy4ODpPDJvnVe9AmbK-g|J09378
id_1068|jindun@lajavaness.com|2020-03-25 11:23:36|ACH JSP|text|prix d'un déplacement d'ouvrage|5PZkzy4ODpPDJvnVe9AmbK-g|J09378
id_1069|jindun@lajavaness.com|2020-03-25 11:24:06|ACH JSP|text|Quelle est la définition de Déplacement d'Ouvrage|5PZkzy4ODpPDJvnVe9AmbK-g|J09378
id_1070|jindun@lajavaness.com|2020-03-25 11:24:28|ACH JSP|text|Comment demander un déplacement d'ouvrage|5PZkzy4ODpPDJvnVe9AmbK-g|J09378
id_3297|jindun@lajavaness.com|2020-03-25 11:24:34|JSP|text|fcs|9Jpf3pCsoAfJrQeoxG6ylB-j|J36255
id_3298|jindun@lajavaness.com|2020-03-25 11:24:41|JSP|text|peut on facturer une partie en FCS et une partie au baème|9Jpf3pCsoAfJrQeoxG6ylB-j|J36255
id_3299|jindun@lajavaness.com|2020-03-25 11:24:49|JSP|text|peut on facturer une partie en FCS et une partie au barème|9Jpf3pCsoAfJrQeoxG6ylB-j|J36255
id_2985|jindun@lajavaness.com|2020-03-25 11:24:51|RACCO|text|comment faire un raccordement|EauIKsia5htC8uCIs95mOO-5|J36255
id_2986|jindun@lajavaness.com|2020-03-25 11:24:53|RACCO|text|norme C14-100|EauIKsia5htC8uCIs95mOO-5|J36255
id_2987|jindun@lajavaness.com|2020-03-25 11:25:10|JSP|text|elan|EauIKsia5htC8uCIs95mOO-5|J36255
id_2988|jindun@lajavaness.com|2020-03-25 11:25:15|JSP|text|transfert colonne elan|EauIKsia5htC8uCIs95mOO-5|J36255
id_2989|jindun@lajavaness.com|2020-03-25 11:25:29|RACCO|text|colonne électrique|EauIKsia5htC8uCIs95mOO-5|J36255
id_3106|jindun@lajavaness.com|2020-03-25 11:25:30|RACCO|text|DICT|G0tWRsjTqYVFPky8sIjTH-o|LD8AD9EN
id_2687|jindun@lajavaness.com|2020-03-25 11:25:32|RACCO|text|Distance raccordement en triphasé |BE7ym2jNnzy5fUGm0darWv-o|D75578
id_2688|jindun@lajavaness.com|2020-03-25 11:25:33|RACCO|text|Longueur raccordement en triphasé|BE7ym2jNnzy5fUGm0darWv-o|D75578
id_1493|jindun@lajavaness.com|2020-03-25 11:25:34|RACCO|text|délai de pose bp tarif jaune|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1494|jindun@lajavaness.com|2020-03-25 11:25:55|RACCO|text|quelles sont les paliers de puissances ?|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1495|jindun@lajavaness.com|2020-03-25 11:25:56|RACCO|text|Quelles puiisance C5?|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1496|jindun@lajavaness.com|2020-03-25 11:25:57|RACCO|text|Quelle est la définition de C5|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1497|jindun@lajavaness.com|2020-03-25 11:25:59|RACCO|text|dans quel cas poser un tpe 2?|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1498|jindun@lajavaness.com|2020-03-25 11:26:00|RACCO|text|dans quel cas poer un type 2?|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1499|jindun@lajavaness.com|2020-03-25 11:26:03|RACCO|text|comment faire u branchement en zone innondable |KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1500|jindun@lajavaness.com|2020-03-25 11:26:07|LINKY|text|Danger compteur linky?|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1501|jindun@lajavaness.com|2020-03-25 11:26:10|LINKY|text|Le compteur Linky est il dangereux? |KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1502|jindun@lajavaness.com|2020-03-25 11:26:15|RACCO|text|délai de mise en service?|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1503|jindun@lajavaness.com|2020-03-25 11:26:27|SUPPRIMER TAG1 PHATIQUE|text|\o/|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1504|jindun@lajavaness.com|2020-03-25 11:26:31|RACCO|text|procedure tri mono?|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1505|jindun@lajavaness.com|2020-03-25 11:26:32|RACCO|text|longueur maxi tri|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_1506|jindun@lajavaness.com|2020-03-25 11:26:34|RACCO|text|Quelles sont les longueurs de branchement maximales en souterrain ?|KtM7FKsHQwM8cXRbDK1HJ7-g|D20745
id_492|jindun@lajavaness.com|2020-03-25 11:28:05|JSP|text|il y a deux bâtiments sur une parcelle, un est alimenté et l'autre non. Le Client souhaite ajouter deux compteurs dans ce batiment non alimenté, est-ce qu'on passe sur un branchement collectif ?|I5K9XW26GdmF8icqPr3vbD|B56557
id_61|jindun@lajavaness.com|2020-03-25 11:28:40|RACCO|text|Où trouver le RIB pour le règlement ?|L6ZxvYv8sF8GsXVtsftNt7|I88845
id_2451|jindun@lajavaness.com|2020-03-25 11:28:50|LINKY|text|Quelles sont les plages de calibrage possible d'un disjoncteur ?|C11HNGoZVF7CqIGCmH08NB-j|I71874
id_2452|jindun@lajavaness.com|2020-03-25 11:29:07|RACCO|text|Sous quel critère un dossier de raccordement peut-il être qualifié de prématuré ?|C11HNGoZVF7CqIGCmH08NB-j|I71874
id_549|jindun@lajavaness.com|2020-03-25 11:34:08|AD JSP|text|changement de puissance du compteur|HTjVkOCw0cD8BBz5bhlBmN|J09378
id_550|jindun@lajavaness.com|2020-03-25 11:34:28|RACCO|text|client souhaite passer de tri à mono|HTjVkOCw0cD8BBz5bhlBmN|J09378
id_551|jindun@lajavaness.com|2020-03-25 11:34:41|AD|text|avoir la liste de fournisseurs|HTjVkOCw0cD8BBz5bhlBmN|J09378
id_554|jindun@lajavaness.com|2020-03-25 11:34:43|RACCO|text|comment faire une demande de raccordement |Gh3pOuLsDx52i3efHQWFeu|A00156
id_622|jindun@lajavaness.com|2020-03-25 11:34:53|RACCO|text|chute de tension cuivre|4K2dWyasS2iS189xPbEod|G86954
id_3032|jindun@lajavaness.com|2020-03-25 11:34:55|RACCO|text|taille coffret cibe|ADFHu5VCBJo54d8390FJcH-o|Abjean
id_3033|jindun@lajavaness.com|2020-03-25 11:35:25|PROD|text|attestation architecte|ADFHu5VCBJo54d8390FJcH-o|Abjean
id_3034|jindun@lajavaness.com|2020-03-25 11:35:34|RACCO|text|valeur q|ADFHu5VCBJo54d8390FJcH-o|Abjean
id_3035|jindun@lajavaness.com|2020-03-25 11:35:44|RACCO|text|date validité devis|ADFHu5VCBJo54d8390FJcH-o|Abjean
id_762|jindun@lajavaness.com|2020-03-25 11:35:45|RACCO|text|QU'est ce qu'un type 2|H6B0G8v38gK9pbXDLPUFTl-g|C19373
id_763|jindun@lajavaness.com|2020-03-25 11:35:50|RACCO|text|est ce qu'il y a une distance maximum en domaine privé pour faire un type 2|H6B0G8v38gK9pbXDLPUFTl-g|C19373
id_764|jindun@lajavaness.com|2020-03-25 11:35:52|RACCO|text|ou faire la demande de prolongation d'un BP|H6B0G8v38gK9pbXDLPUFTl-g|C19373
id_765|jindun@lajavaness.com|2020-03-25 11:37:46|RACCO|text|Quand faire la demande de certificat de conformité ?|H6B0G8v38gK9pbXDLPUFTl-g|C19373
id_766|jindun@lajavaness.com|2020-03-25 11:37:48|RACCO|text|un consuel est valable combien de temps|H6B0G8v38gK9pbXDLPUFTl-g|C19373
id_767|jindun@lajavaness.com|2020-03-25 11:37:49|RACCO|text|combien de temps est valable un consuel?|H6B0G8v38gK9pbXDLPUFTl-g|C19373
id_768|jindun@lajavaness.com|2020-03-25 11:38:06|LINKY|text|un client peut il refuser un compteur linky?|H6B0G8v38gK9pbXDLPUFTl-g|C19373
id_769|jindun@lajavaness.com|2020-03-25 11:38:13|RACCO|text|Combien coûte un certificat de conformité ?|H6B0G8v38gK9pbXDLPUFTl-g|C19373
id_3093|jindun@lajavaness.com|2020-03-25 11:38:30|RACCO LINKY|text|eXTENSION DE RESEAU|AM3SEuomAWFxZ4pYIdNW0-5|J38733
id_2570|jindun@lajavaness.com|2020-03-25 11:38:54|RACCO|text|distance de securite d'une construction entre la HTA|JthEbIVILMn8KfNBvIcGuV-5|TO7B9ADN
id_2571|jindun@lajavaness.com|2020-03-25 11:39:20|RACCO|text|hauteur d'un poteau|JthEbIVILMn8KfNBvIcGuV-5|TO7B9ADN
id_2572|jindun@lajavaness.com|2020-03-25 11:39:22|RACCO|text|quelle est la hauteur d'un poteau electrique|JthEbIVILMn8KfNBvIcGuV-5|TO7B9ADN
id_2008|jindun@lajavaness.com|2020-03-25 11:39:23|RACCO|text|longueur d'un raccordement|FrQ57STKyqu9XjOrJAWyw8-j|E85203
id_2009|jindun@lajavaness.com|2020-03-25 11:39:24|RACCO|text|profondeur de la gaine |FrQ57STKyqu9XjOrJAWyw8-j|E85203
id_2010|jindun@lajavaness.com|2020-03-25 11:39:38|RACCO|text|ik10|FrQ57STKyqu9XjOrJAWyw8-j|E85203
id_2011|jindun@lajavaness.com|2020-03-25 11:39:42|RACCO|text|hauteur du panneau de compteur|FrQ57STKyqu9XjOrJAWyw8-j|E85203
id_3318|pierre@lajavaness.com|2020-03-25 12:26:40|JSP|text|onf|EO0XZQXgVmmFPla21ItM42-o|J71049
